ensembl_id,symbol,name,biotype,overall_score,genetic_association,known_drug,literature,rna_expression,animal_model,source_disease
ENSG00000108384,RAD51C,RAD51 paralog C,protein_coding,0.8472749502947022,0.8793293293376342,0,0.9150770976961324,0,0.7746698787869005,bacterial infection
ENSG00000175325,PROP1,PROP paired-like homeobox 1,protein_coding,0.8466231310653397,0.9268279423776206,0,0.23777886741830825,0,0.930983573774675,bacterial infection
ENSG00000168036,CTNNB1,catenin beta 1,protein_coding,0.8454763908559291,0.7855118291035528,0,0.9123836694044382,0,0.4066225015177347,bacterial infection
ENSG00000095002,MSH2,mutS homolog 2,protein_coding,0.8438769076696627,0.8484086881791097,0,0.6470158918840988,0,0.6175941103759489,bacterial infection
ENSG00000106031,HOXA13,homeobox A13,protein_coding,0.8435109482344227,0.8361859015285378,0,0.2507667463324492,0,0.6531214924875481,bacterial infection
ENSG00000032444,PNPLA6,"patatin like domain 6, lysophospholipase ",protein_coding,0.8423319520322788,0.9300303074989921,0,0.16493246155950245,0,0.0,bacterial infection
ENSG00000140459,CYP11A1,cytochrome P450 family 11 subfamily A member 1,protein_coding,0.8419525499303239,0.9256415577351282,0,0.8320370600888369,0,0.630343432039803,bacterial infection
ENSG00000011201,ANOS1,anosmin 1,protein_coding,0.839724502795129,0.8906267214687482,0,0.23695572959756228,0,0.0,bacterial infection
ENSG00000152422,XRCC4,X-ray repair cross complementing 4,protein_coding,0.8370942204403233,0.8823095230837089,0,0.8905483281691983,0,0.0,bacterial infection
ENSG00000231852,CYP21A2,cytochrome P450 family 21 subfamily A member 2,protein_coding,0.8358642743023526,0.9285534832784788,0,0.4360098139710822,0,0.0,bacterial infection
ENSG00000160789,LMNA,lamin A/C,protein_coding,0.8340062365668992,0.8765033013158015,0,0.7084246268336702,0,0.7386918692819411,bacterial infection
ENSG00000125656,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,protein_coding,0.832308033212308,0.86232538203534,0,0.8756987275869202,0,0.43876092063814887,bacterial infection
ENSG00000011376,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",protein_coding,0.8322881522411635,0.8454158676347329,0,0.19639692888571997,0,0.0,bacterial infection
ENSG00000135409,AMHR2,anti-Mullerian hormone receptor type 2,protein_coding,0.8313153194954798,0.9113401241401519,0,0.77883089270189,0,0.8491760152941827,bacterial infection
ENSG00000147465,STAR,steroidogenic acute regulatory protein,protein_coding,0.8304483550701419,0.9223576757500379,0,0.9134825453089468,0,0.5953945658830035,bacterial infection
ENSG00000259384,GH1,growth hormone 1,protein_coding,0.828763794192839,0.8792656033115669,0,0.9815454442016828,0,0.5879386763220125,bacterial infection
ENSG00000104899,AMH,anti-Mullerian hormone,protein_coding,0.8282984901242212,0.9370889461298615,0,0.9954104449299038,0,0.8782644440052223,bacterial infection
ENSG00000146648,EGFR,epidermal growth factor receptor,protein_coding,0.8260706788571212,0.6653301273528658,0,0.9963164257788,0,0.35070514496218397,bacterial infection
ENSG00000117724,CENPF,centromere protein F,protein_coding,0.8259870507639854,0.8505197915807148,0,0.9322408182261086,0,0.0,bacterial infection
ENSG00000131808,FSHB,follicle stimulating hormone subunit beta,protein_coding,0.8254587987477452,0.8805036005685043,0,0.6616757571588588,0,0.8041058139290658,bacterial infection
ENSG00000107815,TWNK,twinkle mtDNA helicase,protein_coding,0.8246294670669596,0.8606949644477003,0,0.1765143836988782,0,0.0,bacterial infection
ENSG00000177084,POLE,"DNA polymerase epsilon, catalytic subunit",protein_coding,0.8242571846165043,0.5628160601706933,0,0.8883695608059633,0,0.0,bacterial infection
ENSG00000011275,RNF216,ring finger protein 216,protein_coding,0.8242124389378085,0.8808054180264514,0,0.3059352514676266,0,0.8156910556685387,bacterial infection
ENSG00000130948,HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,protein_coding,0.8237684804590738,0.9277927958236287,0,0.5057429714484813,0,0.6188520571334373,bacterial infection
ENSG00000254585,MAGEL2,MAGE family member L2,protein_coding,0.8228500326522885,0.9025470581795263,0,0.46114157840000775,0,0.6127916018564632,bacterial infection
ENSG00000130385,BMP15,bone morphogenetic protein 15,protein_coding,0.8221320281915627,0.9253390253016484,0,0.8656875023167118,0,0.6491773603113227,bacterial infection
ENSG00000185379,RAD51D,RAD51 paralog D,protein_coding,0.8218906924541619,0.805293123820116,0,0.48103933504408475,0,0.0,bacterial infection
ENSG00000130675,MNX1,motor neuron and pancreas homeobox 1,protein_coding,0.8206054224908383,0.8515255062684447,0,0.9436297095219062,0,0.0,bacterial infection
ENSG00000127948,POR,cytochrome p450 oxidoreductase,protein_coding,0.8190295095374391,0.8910733375712242,0,0.39543924786291473,0,0.0,bacterial infection
ENSG00000167634,NLRP7,NLR family pyrin domain containing 7,protein_coding,0.81774467466453,0.9276191718594184,0,0.3264990174478327,0,0.5816893918094039,bacterial infection
ENSG00000110092,CCND1,cyclin D1,protein_coding,0.8163130982319177,0.672338688123207,0,0.9797301063553422,0,0.0,bacterial infection
ENSG00000203859,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",protein_coding,0.81591192757719,0.9388882673622514,0,0.33642118570396995,0,0.0,bacterial infection
ENSG00000133835,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,protein_coding,0.8157612230082756,0.8608712849493749,0,0.42467421757934143,0,0.4836541424498406,bacterial infection
ENSG00000054392,HHAT,hedgehog acyltransferase,protein_coding,0.8139041222598975,0.8123687868911007,0,0.6450470067708274,0,0.37215117037042894,bacterial infection
ENSG00000057468,MSH4,mutS homolog 4,protein_coding,0.8134926887205395,0.8854040629485532,0,0.20277054141780854,0,0.8179679704632323,bacterial infection
ENSG00000169836,TACR3,tachykinin receptor 3,protein_coding,0.8134861096046577,0.8824377416345325,0,0.4688715614791281,0,0.579072462324926,bacterial infection
ENSG00000178568,ERBB4,erb-b2 receptor tyrosine kinase 4,protein_coding,0.8094858974713951,0.7229083961046694,0,0.9439944601254968,0,0.0,bacterial infection
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,protein_coding,0.8092380076403694,0.4925645143892995,0,0.9178853942072576,0,0.4477452541826091,bacterial infection
ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit",protein_coding,0.8084453109422636,0.2669322810513026,0,0.8615068353298888,0,0.5364407026314177,bacterial infection
ENSG00000138081,FBXO11,F-box protein 11,protein_coding,0.807426695664993,0.8663946901953065,0,0.747404958475876,0,0.34853348105738247,bacterial infection
ENSG00000162552,WNT4,Wnt family member 4,protein_coding,0.8057910804456052,0.8764249251787949,0,0.5789681913536474,0,0.7915347603919097,bacterial infection
ENSG00000116014,KISS1R,KISS1 receptor,protein_coding,0.8056144292317559,0.8941091935818657,0,0.8647306274965253,0,0.7258600554744393,bacterial infection
ENSG00000138376,BARD1,BRCA1 associated RING domain 1,protein_coding,0.805451075084451,0.7800870590474657,0,0.9517563043989201,0,0.7016047690432325,bacterial infection
ENSG00000010671,BTK,Bruton tyrosine kinase,protein_coding,0.8045982340297584,0.8701711981837704,0,0.8792527842289528,0,0.5500040440133314,bacterial infection
ENSG00000163421,PROK2,prokineticin 2,protein_coding,0.8041372950248171,0.8734682910439463,0,0.7442664370458313,0,0.0,bacterial infection
ENSG00000117713,ARID1A,AT-rich interaction domain 1A,protein_coding,0.8039140731477267,0.5592963338026914,0,0.9656749148611163,0,0.0,bacterial infection
ENSG00000076242,MLH1,mutL homolog 1,protein_coding,0.8036128974456369,0.7831193543197509,0,0.9134828336688916,0,0.7167021578481755,bacterial infection
ENSG00000107831,FGF8,fibroblast growth factor 8,protein_coding,0.803499861986974,0.8849930598234625,0,0.7189099931693596,0,0.0,bacterial infection
ENSG00000150990,DHX37,DEAH-box helicase 37,protein_coding,0.8027189018201263,0.9160243962085148,0,0.32198964514630907,0,0.0,bacterial infection
ENSG00000118873,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,protein_coding,0.8023923304070085,0.775806732431166,0,0.49209974446907384,0,0.0,bacterial infection
ENSG00000114841,DNAH1,dynein axonemal heavy chain 1,protein_coding,0.8016820639830203,0.9186691701048143,0,0.27529788067998584,0,0.8745722292864732,bacterial infection
ENSG00000128052,KDR,kinase insert domain receptor,protein_coding,0.7995228012605328,0.8369813309941279,0,0.9573956962538808,0,0.0,bacterial infection
ENSG00000118046,STK11,serine/threonine kinase 11,protein_coding,0.7994933449075448,0.7627617351715956,0,0.9600715179917192,0,0.720055516227738,bacterial infection
ENSG00000110711,AIP,AHR interacting HSP90 co-chaperone,protein_coding,0.7986608240068759,0.8768374295575949,0,0.571708811416025,0,0.6333845054813212,bacterial infection
ENSG00000120008,WDR11,WD repeat domain 11,protein_coding,0.7982183792668008,0.8755804163357161,0,0.16529230368526085,0,0.46476440757775145,bacterial infection
ENSG00000160791,CCR5,C-C motif chemokine receptor 5,protein_coding,0.7974724238875516,0.7866928486493182,0,0.9505566500620063,0,0.2704684118574102,bacterial infection
ENSG00000107187,LHX3,LIM homeobox 3,protein_coding,0.7959750966227128,0.8626021499888332,0,0.2943473107752746,0,0.8626970014112667,bacterial infection
ENSG00000140836,ZFHX3,zinc finger homeobox 3,protein_coding,0.7944987104279613,0.702394785863441,0,0.887852710683024,0,0.0,bacterial infection
ENSG00000163161,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",protein_coding,0.7912755134632303,0.4448700227700023,0,0.5406819051737131,0,0.0,bacterial infection
ENSG00000087460,GNAS,GNAS complex locus,protein_coding,0.7909459848536949,0.736752680248472,0,0.669332475474925,0,0.41532270048415426,bacterial infection
ENSG00000169218,RSPO1,R-spondin 1,protein_coding,0.7908933826477358,0.7405414458123253,0,0.5652379646976693,0,0.7244966991734371,bacterial infection
ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,protein_coding,0.7908070313845046,0.8139354661701182,0,0.931276612465131,0,0.40574738513457276,bacterial infection
ENSG00000121454,LHX4,LIM homeobox 4,protein_coding,0.7893616404837401,0.8531461373081732,0,0.6956470956505842,0,0.44567648256530323,bacterial infection
ENSG00000106410,NOBOX,NOBOX oogenesis homeobox,protein_coding,0.7881658926743763,0.8600762778082787,0,0.18125729668437285,0,0.6533980635508315,bacterial infection
ENSG00000135111,TBX3,T-box transcription factor 3,protein_coding,0.7863581272949625,0.7010020663485329,0,0.9112282898584313,0,0.5918520337129625,bacterial infection
ENSG00000101200,AVP,arginine vasopressin,protein_coding,0.7856797643268635,0.9682557992941332,0,0.8821985740190034,0,0.4360569402501956,bacterial infection
ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,protein_coding,0.7842043057274763,0.7909339618728891,0,0.9825149634132727,0,0.9243660298604569,bacterial infection
ENSG00000175426,PCSK1,proprotein convertase subtilisin/kexin type 1,protein_coding,0.783963325118633,0.8467533390563088,0,0.25350157596147743,0,0.5310020189988138,bacterial infection
ENSG00000115827,DCAF17,DDB1 and CUL4 associated factor 17,protein_coding,0.7837534524436288,0.7587313669563434,0,0.275270284418859,0,0.9334176802124232,bacterial infection
ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,protein_coding,0.7827825509912213,0.7508866327171105,0,0.9594390231716761,0,0.6238994745139587,bacterial infection
ENSG00000179532,DNHD1,dynein heavy chain domain 1,protein_coding,0.7826832564528982,0.9122726188808261,0,0.0475368109799087,0,0.9362948914347147,bacterial infection
ENSG00000065361,ERBB3,erb-b2 receptor tyrosine kinase 3,protein_coding,0.7820221429158173,0.28659740152429797,0,0.9844131439519629,0,0.0,bacterial infection
ENSG00000187790,FANCM,FA complementation group M,protein_coding,0.7800078070004905,0.888514703401794,0,0.5568869523072115,0,0.7323643457998561,bacterial infection
ENSG00000139549,DHH,desert hedgehog signaling molecule,protein_coding,0.7798490692113407,0.8392513131460929,0,0.2125629830548105,0,0.9104085702551337,bacterial infection
ENSG00000139687,RB1,RB transcriptional corepressor 1,protein_coding,0.7794409809993523,0.5819838700406336,0,0.9833733794049773,0,0.6660145259034199,bacterial infection
ENSG00000104320,NBN,nibrin,protein_coding,0.7780503418972624,0.776524021977851,0,0.8370941388720827,0,0.5588296838341743,bacterial infection
ENSG00000187678,SPRY4,sprouty RTK signaling antagonist 4,protein_coding,0.7776638524056765,0.8703628544955745,0,0.9315605290224168,0,0.0,bacterial infection
ENSG00000196712,NF1,neurofibromin 1,protein_coding,0.7775673647874322,0.5537013157551314,0,0.9636470503473492,0,0.7912896665579181,bacterial infection
ENSG00000055609,KMT2C,lysine methyltransferase 2C,protein_coding,0.7766790706750399,0.3684193655493552,0,0.801665570418165,0,0.5284077225291455,bacterial infection
ENSG00000135446,CDK4,cyclin dependent kinase 4,protein_coding,0.7759512702475171,0.012158615952232422,0,0.9831596733399828,0,0.741388313906729,bacterial infection
ENSG00000104884,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",protein_coding,0.7750513969343346,0.596532095156403,0,0.8755312944149606,0,0.33265973245307906,bacterial infection
ENSG00000129514,FOXA1,forkhead box A1,protein_coding,0.7736603382075222,0.2683647219489403,0,0.9829545944823687,0,0.7514427790823115,bacterial infection
ENSG00000165588,OTX2,orthodenticle homeobox 2,protein_coding,0.7732355350327592,0.7548039350313582,0,0.22611105068760823,0,0.5759746720821248,bacterial infection
ENSG00000160007,ARHGAP35,Rho GTPase activating protein 35,protein_coding,0.7729063625883763,0.5707780497217636,0,0.7870530965819285,0,0.0,bacterial infection
ENSG00000157404,KIT,"KIT proto-oncogene, receptor tyrosine kinase",protein_coding,0.7720523630889027,0.5309858262951495,0,0.9574951298858593,0,0.8361613044426012,bacterial infection
ENSG00000167548,KMT2D,lysine methyltransferase 2D,protein_coding,0.771743367909372,0.4996887830452811,0,0.797080180882574,0,0.0,bacterial infection
ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",protein_coding,0.7711440384353976,0.7501802256788392,0,0.8943010823215944,0,0.0,bacterial infection
ENSG00000144730,IL17RD,interleukin 17 receptor D,protein_coding,0.7696212186970005,0.8389596496763196,0,0.8212381705620027,0,0.0,bacterial infection
ENSG00000066923,STAG3,STAG3 cohesin complex component,protein_coding,0.768731107341179,0.8665689677311343,0,0.2514587112999618,0,0.8606544252220197,bacterial infection
ENSG00000112855,HARS2,"histidyl-tRNA synthetase 2, mitochondrial",protein_coding,0.7667331917695154,0.8605329535064362,0,0.179421364297088,0,0.0,bacterial infection
ENSG00000198056,PRIM1,DNA primase subunit 1,protein_coding,0.7667136672381958,0.6855222303827662,0,0.1449046736683976,0,0.0,bacterial infection
ENSG00000107485,GATA3,GATA binding protein 3,protein_coding,0.7663089311135249,0.35050420607532823,0,0.9860226024373285,0,0.40944647516837357,bacterial infection
ENSG00000101986,ABCD1,ATP binding cassette subfamily D member 1,protein_coding,0.7660076951147846,0.0,0,0.6588862228151875,0,0.0,bacterial infection
ENSG00000276747,PADI6,peptidyl arginine deiminase 6,protein_coding,0.7656016806754901,0.8478509121202832,0,0.14844544242742036,0,0.7682081207356762,bacterial infection
ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7,protein_coding,0.7641675271453637,0.3531962869745103,0,0.945640369219283,0,0.0,bacterial infection
ENSG00000106128,GHRHR,growth hormone releasing hormone receptor,protein_coding,0.7636929838459688,0.8702050662936219,0,0.44179797242606317,0,0.5131179458484475,bacterial infection
ENSG00000164985,PSIP1,PC4 and SRSF1 interacting protein 1,protein_coding,0.7628036307926299,0.41238243887675247,0,0.8989796410886465,0,0.37004528120053565,bacterial infection
ENSG00000167258,CDK12,cyclin dependent kinase 12,protein_coding,0.7625590229869031,0.2947517098297378,0,0.884481046134824,0,0.0,bacterial infection
ENSG00000170836,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",protein_coding,0.7598617089052769,0.7212837539264406,0,0.8039454785908762,0,0.36425862435560313,bacterial infection
ENSG00000073282,TP63,tumor protein p63,protein_coding,0.7597188724058175,0.7822493394905817,0,0.94988726325668,0,0.5480009834652675,bacterial infection
ENSG00000116678,LEPR,leptin receptor,protein_coding,0.7596265212980525,0.8146919903187168,0,0.9666439409138998,0,0.9361086478471548,bacterial infection
ENSG00000137309,HMGA1,high mobility group AT-hook 1,protein_coding,0.758451210766241,0.6386482075862062,0,0.9677605997056627,0,0.8601234465201553,bacterial infection
ENSG00000229474,PATL2,PAT1 homolog 2,protein_coding,0.7581989222803399,0.8839317311745121,0,0.2514501173201331,0,0.5822167553729511,bacterial infection
ENSG00000197748,CFAP43,cilia and flagella associated protein 43,protein_coding,0.7581400983270646,0.8622621452205156,0,0.27667617429858243,0,0.964852873443468,bacterial infection
ENSG00000065559,MAP2K4,mitogen-activated protein kinase kinase 4,protein_coding,0.7576194836099635,0.47649873244122726,0,0.7442382331208186,0,0.0,bacterial infection
ENSG00000105810,CDK6,cyclin dependent kinase 6,protein_coding,0.756803353389443,0.0,0,0.7581163031235816,0,0.49417807972102157,bacterial infection
ENSG00000143178,TBX19,T-box transcription factor 19,protein_coding,0.7567621496742221,0.8012001583283263,0,0.6959979584829884,0,0.5574056537978825,bacterial infection
ENSG00000169946,ZFPM2,"zinc finger protein, FOG family member 2",protein_coding,0.7567326205949817,0.8472461168614119,0,0.7615279108407008,0,0.8521649015622864,bacterial infection
ENSG00000134982,APC,APC regulator of Wnt signaling pathway,protein_coding,0.7553726500333968,0.7908413659396345,0,0.936531090331504,0,0.6033662591915798,bacterial infection
ENSG00000153201,RANBP2,RAN binding protein 2,protein_coding,0.7549373456188345,0.4965679073306192,0,0.483778504904588,0,0.7139405874504892,bacterial infection
ENSG00000120498,TEX11,testis expressed 11,protein_coding,0.7545734682535248,0.8500195343604248,0,0.6228562930774254,0,0.766674343377339,bacterial infection
ENSG00000166863,TAC3,tachykinin precursor 3,protein_coding,0.7543266606915668,0.7368595396610577,0,0.570659445357874,0,0.6578827272446667,bacterial infection
ENSG00000105656,ELL,elongation factor for RNA polymerase II,protein_coding,0.7538266435881222,0.25004617657720885,0,0.10147751048019511,0,0.0,bacterial infection
ENSG00000184012,TMPRSS2,transmembrane serine protease 2,protein_coding,0.7537206995275751,0.6921059638327265,0,0.9386723973146293,0,0.6594266598250663,bacterial infection
ENSG00000197653,DNAH10,dynein axonemal heavy chain 10,protein_coding,0.7535356701208137,0.832408970295911,0,0.20565541707288784,0,0.9720714776603591,bacterial infection
ENSG00000006744,ELAC2,elaC ribonuclease Z 2,protein_coding,0.7530457531825203,0.867234443209197,0,0.6617874814307867,0,0.6963810426528615,bacterial infection
ENSG00000121067,SPOP,speckle type BTB/POZ protein,protein_coding,0.7519250929743434,0.0,0,0.9750811804924061,0,0.0,bacterial infection
ENSG00000133818,RRAS2,RAS related 2,protein_coding,0.7516402885145246,0.35964631635744254,0,0.8776660780689488,0,0.5334812711079729,bacterial infection
ENSG00000122512,PMS2,"PMS1 homolog 2, mismatch repair system component",protein_coding,0.7513944491762077,0.9055680972908761,0,0.7522923620440077,0,0.7443523548218423,bacterial infection
ENSG00000125885,MCM8,minichromosome maintenance 8 homologous recombination repair factor,protein_coding,0.7511553487339421,0.8573126531769326,0,0.729866490015832,0,0.5703630840407691,bacterial infection
ENSG00000148606,POLR3A,RNA polymerase III subunit A,protein_coding,0.7505623726260396,0.6840044899516096,0,0.11565008847047623,0,0.0,bacterial infection
ENSG00000140009,ESR2,estrogen receptor 2,protein_coding,0.750335267208771,0.5599361545567755,0,0.9889834766763367,0,0.7819492130868563,bacterial infection
ENSG00000185946,RNPC3,"RNA binding region (RNP1, RRM) containing 3",protein_coding,0.7499569756682077,0.772269337844093,0,0.21286318550348135,0,0.0,bacterial infection
ENSG00000177990,DPY19L2,dpy-19 like 2,protein_coding,0.7484987569248097,0.8549663439964411,0,0.09647772684872633,0,0.8662923853283268,bacterial infection
ENSG00000141384,TAF4B,TATA-box binding protein associated factor 4b,protein_coding,0.7480977668357859,0.5886540895933408,0,0.1460809261416981,0,0.810104583644918,bacterial infection
ENSG00000225830,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",protein_coding,0.7480599766883559,0.8113907380943599,0,0.6995206546261188,0,0.0,bacterial infection
ENSG00000164404,GDF9,growth differentiation factor 9,protein_coding,0.7473755466829527,0.8334908169037786,0,0.879313016747553,0,0.8020165186785505,bacterial infection
ENSG00000100697,DICER1,"dicer 1, ribonuclease III",protein_coding,0.746813432636672,0.5814474024127634,0,0.9482961285176347,0,0.6508862012396587,bacterial infection
ENSG00000049239,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,protein_coding,0.7467607925334276,0.8407059142871647,0,0.5996291393547046,0,0.42063238495746075,bacterial infection
ENSG00000147050,KDM6A,lysine demethylase 6A,protein_coding,0.7464994173960304,0.4711463681490063,0,0.8406429659733569,0,0.0,bacterial infection
ENSG00000010610,CD4,CD4 molecule,protein_coding,0.7458632269947396,0.0,0,0.9944712975502283,0,0.49981030525639425,bacterial infection
ENSG00000104953,TLE6,"TLE family member 6, subcortical maternal complex member",protein_coding,0.7447938407992346,0.8685177766979482,0,0.15516362117680849,0,0.5153028223459232,bacterial infection
ENSG00000107736,CDH23,cadherin related 23,protein_coding,0.7447597757827948,0.8496223094269811,0,0.17337831659427771,0,0.25751948586828266,bacterial infection
ENSG00000119535,CSF3R,colony stimulating factor 3 receptor,protein_coding,0.7446560786884213,0.3820555796850645,0,0.6646064210573749,0,0.671543222738635,bacterial infection
ENSG00000167098,SUN5,Sad1 and UNC84 domain containing 5,protein_coding,0.7437880821882793,0.9133104971018072,0,0.2644326541969033,0,0.973877444117049,bacterial infection
ENSG00000082898,XPO1,exportin 1,protein_coding,0.7428338305557706,0.0,0,0.9069412844172605,0,0.0,bacterial infection
ENSG00000187775,DNAH17,dynein axonemal heavy chain 17,protein_coding,0.7428107137895351,0.8475866636847983,0,0.15360259209610067,0,0.9481929445093427,bacterial infection
ENSG00000082175,PGR,progesterone receptor,protein_coding,0.7416759619973778,0.6229122476206712,0,0.9947295645887582,0,0.9663824670192414,bacterial infection
ENSG00000166323,C11orf65,chromosome 11 open reading frame 65,protein_coding,0.7414358757151872,0.9014145712395599,0,0.0,0,0.0,bacterial infection
ENSG00000133863,TEX15,"testis expressed 15, meiosis and synapsis associated",protein_coding,0.7412223445530168,0.8250722891252129,0,0.469625550745595,0,0.7681118091978896,bacterial infection
ENSG00000178691,SUZ12,SUZ12 polycomb repressive complex 2 subunit,protein_coding,0.7398757067406881,0.04081479347063864,0,0.2446941845064465,0,0.6358196229520543,bacterial infection
ENSG00000064012,CASP8,caspase 8,protein_coding,0.7393513554826138,0.6842557658409792,0,0.947941547622835,0,0.0,bacterial infection
ENSG00000164362,TERT,telomerase reverse transcriptase,protein_coding,0.7374491415192632,0.7216084736136368,0,0.9526631297341268,0,0.40327089459566884,bacterial infection
ENSG00000204410,MSH5,mutS homolog 5,protein_coding,0.7370342225930456,0.8446307912461853,0,0.3398493264380142,0,0.7447853568238764,bacterial infection
ENSG00000175595,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",protein_coding,0.7350158562831007,0.5488779682325413,0,0.5976739919055043,0,0.0,bacterial infection
ENSG00000182185,RAD51B,RAD51 paralog B,protein_coding,0.7347529544699278,0.7151553414894525,0,0.8363936046606291,0,0.0,bacterial infection
ENSG00000159184,HOXB13,homeobox B13,protein_coding,0.7343410570018892,0.8186141952164161,0,0.9328770774428816,0,0.0,bacterial infection
ENSG00000124721,DNAH8,dynein axonemal heavy chain 8,protein_coding,0.7339930933279414,0.8271268923431288,0,0.7100743292282736,0,0.930327865776811,bacterial infection
ENSG00000172680,MOS,"MOS proto-oncogene, serine/threonine kinase",protein_coding,0.7335829999303078,0.9035873996241328,0,0.1444772674829218,0,0.6800318065163558,bacterial infection
ENSG00000114861,FOXP1,forkhead box P1,protein_coding,0.7334034301181247,0.6485953128939904,0,0.8835008068360429,0,0.0,bacterial infection
ENSG00000111581,NUP107,nucleoporin 107,protein_coding,0.7333551635417157,0.6910819602676035,0,0.1368947095384785,0,0.7493627065336994,bacterial infection
ENSG00000136720,HS6ST1,heparan sulfate 6-O-sulfotransferase 1,protein_coding,0.7326262673822859,0.8185960118108417,0,0.15296269679150035,0,0.0,bacterial infection
ENSG00000157388,CACNA1D,calcium voltage-gated channel subunit alpha1 D,protein_coding,0.7325104613298737,0.4384481743189549,0,0.541663642493613,0,0.2713195149740665,bacterial infection
ENSG00000141027,NCOR1,nuclear receptor corepressor 1,protein_coding,0.7324424649796664,0.2279740491043579,0,0.7844778624807693,0,0.0,bacterial infection
ENSG00000113522,RAD50,RAD50 double strand break repair protein,protein_coding,0.7319361189333501,0.7271044985197976,0,0.7993937647403215,0,0.5038588629120243,bacterial infection
ENSG00000117399,CDC20,cell division cycle 20,protein_coding,0.7319178304066937,0.8956397532341865,0,0.9544395741524412,0,0.6151502008733676,bacterial infection
ENSG00000183454,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,protein_coding,0.7310907542837595,0.5883124831449708,0,0.11987713443071378,0,0.0,bacterial infection
ENSG00000144554,FANCD2,FA complementation group D2,protein_coding,0.7305677538778689,0.8538095066223373,0,0.6177644199533694,0,0.7230178771516205,bacterial infection
ENSG00000139318,DUSP6,dual specificity phosphatase 6,protein_coding,0.7294053458944572,0.8034844147974607,0,0.8983440848946759,0,0.0,bacterial infection
