gene_a,gene_b,inhibition_a,inhibition_b,growth_a,growth_b,growth_combo,bliss_expected,bliss_score,potency,computed_toxicity
b0638,b0871,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b0871,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0638,b1389,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1389,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1535,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1535,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b1662,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,0.5,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b0638,b1662,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,0.7,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b0638,b1662,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1662,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b0638,b1679,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1679,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1727,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1738,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,0.5,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b0638,b1812,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,0.7,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b0638,b1812,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b1812,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b0638,b2034,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2034,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2131,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b0638,b2291,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0638,b2291,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b0871,b1389,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1389,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1535,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1535,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b1662,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,0.5,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.5415
b0871,b1662,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,0.7,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.5415
b0871,b1662,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1662,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.5415
b0871,b1679,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1679,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1727,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1738,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,0.5,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.5415
b0871,b1812,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,0.7,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.5415
b0871,b1812,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b1812,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.5415
b0871,b2034,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2034,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2131,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.5415
b0871,b2291,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b0871,b2291,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.581
b1389,b1535,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1535,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b1662,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,0.5,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b1389,b1662,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,0.7,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b1389,b1662,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1662,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0715
b1389,b1679,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1679,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1727,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1738,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,0.5,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b1389,b1812,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,0.7,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b1389,b1812,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b1812,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,0.0715
b1389,b2034,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2034,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2131,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0715
b1389,b2291,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1389,b2291,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,0.5,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.4665
b1535,b1662,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,0.7,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.4665
b1535,b1662,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1662,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.4665
b1535,b1679,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1679,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.5,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.5,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.5,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.7,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.7,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,0.7,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,1.0,0.5,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
b1535,b1727,1.0,0.7,1.0,1.0,1.0,1.0,-0.0,-0.0,0.4665
