species,model,gene1,gene2,type1,type2,pair_type,growth_wt,growth_KO_A,growth_KO_B,growth_KO_AB,growth_ratio_A,growth_ratio_B,growth_ratio_AB,fitness_A,fitness_B,fitness_AB,synergy_bliss,interaction
E. coli,iML1515,murA,murB,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.0,additive
E. coli,iML1515,murA,murC,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,murD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,murE,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,murF,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,lpxA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,lpxB,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,lpxC,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,lpxD,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,ftsW,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,fabI,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,fabH,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,accA,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,folA,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,folP,essential,essential,ess_ess,0.876997,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,dxr,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,ispD,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,additive
E. coli,iML1515,murA,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,murA,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,-0.0,0.0,0.886678,-0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,murA,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murA,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,murC,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,murD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,murE,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,murF,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,lpxA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,lpxB,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,lpxC,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,lpxD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,ftsW,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,fabI,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,fabH,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,accA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,folA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,folP,essential,essential,ess_ess,0.876997,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,dxr,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,ispD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,murB,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,murB,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murB,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,murD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,murE,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,murF,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,lpxA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,lpxB,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,lpxC,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,lpxD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,ftsW,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,fabI,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,fabH,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,accA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,folA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,folP,essential,essential,ess_ess,0.876997,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,dxr,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,ispD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,murC,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,murC,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murC,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,murE,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,murF,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,lpxA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,lpxB,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,lpxC,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,lpxD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,ftsW,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,fabI,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,fabH,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,accA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,folA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,folP,essential,essential,ess_ess,0.876997,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,dxr,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,ispD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,murD,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
